07530	amateur
14781	amateur
20442	amateur
22826	amateur
23439	amateur
24278	amateur
25397	amateur
25544	amateur
26931	amateur
27607	amateur
27844	amateur
27848	amateur
27939	amateur
28895	amateur
32785	amateur
32789	amateur
32791	amateur
32953	amateur
33499	amateur
35932	amateur
35933	amateur
35935	amateur
36122	amateur
37839	amateur
37841	amateur
37855	amateur
39090	amateur
39134	amateur
39135	amateur
39136	amateur
39417	amateur
39430	amateur
39440	amateur
39444	amateur
39446	amateur
39770	amateur
40012	amateur
40021	amateur
40025	amateur
40900	amateur
40901	amateur
40902	amateur
40903	amateur
40904	amateur
40905	amateur
40906	amateur
40907	amateur
40908	amateur
40910	amateur
40911	amateur
40912	amateur
40926	amateur
40928	amateur
40931	amateur
41459	amateur
41460	amateur
41557	amateur
41619	amateur
41847	amateur
42017	amateur
42778	amateur
43017	amateur
43137	amateur
43700	amateur
43770	amateur
43786	amateur
43803	amateur
44354	amateur
44355	amateur
44419	amateur
