00900	active	Active
00902	active	Active
01361	active	Active
01512	active	Active
01520	active	Active
02826	active	Active
02872	active	Active
02874	active	Active
02909	active	Active
05398	active	Active
07530	active	Active
07646	active	Active
08820	active	Active
11060	active	Active
11416	active	Active
14781	active	Active
15427	active	Active
16908	active	Active
19548	active	Active
19822	active	Active
20253	active	Active
20442	active	Active
20580	active	Active
20776	active	Active
21639	active	Active
22195	active	Active
22314	active	Active
22490	active	Active
22787	active	Active
22824	active	Active
22826	active	Active
22988	active	Active
23027	active	Active
23331	active	Active
23439	active	Active
23467	active	Active
23553	active	Active
23613	active	Active
23628	active	Active
23712	active	Active
23788	active	Active
23802	active	Active
23839	active	Active
23842	active	Active
23846	active	Active
24278	active	Active
24307	active	Active
24315	active	Active
24674	active	Active
24713	active	Active
24732	active	Active
24737	active	Active
24753	active	Active
24812	active	Active
24876	active	Active
24916	active	Active
24920	active	Active
24936	active	Active
24957	active	Active
25019	active	Active
25030	active	Active
25071	active	Active
25112	active	Active
25113	active	Active
25114	active	Active
25115	active	Active
25116	active	Active
25117	active	Active
25118	active	Active
25119	active	Active
25153	active	Active
25159	active	Active
25160	active	Active
25258	active	Active
25338	active	Active
25371	active	Active
25397	active	Active
25414	active	Active
25415	active	Active
25416	active	Active
25418	active	Active
25419	active	Active
25420	active	Active
25462	active	Active
25475	active	Active
25477	active	Active
25481	active	Active
25504	active	Active
25544	active	Active
25560	active	Active
25621	active	Active
25630	active	Active
25635	active	Active
25639	active	Active
25652	active	Active
25657	active	Active
25682	active	Active
25740	active	Active
25757	active	Active
25785	active	Active
25867	active	Active
25894	active	Active
25924	active	Active
25933	active	Active
25949	active	Active
25954	active	Active
25967	active	Active
25980	active	Active
25981	active	Active
25982	active	Active
25983	active	Active
25984	active	Active
25985	active	Active
25989	active	Active
25991	active	Active
25994	active	Active
26034	active	Active
26038	active	Active
26052	active	Active
26081	active	Active
26102	active	Active
26107	active	Active
26113	active	Active
26356	active	Active
26360	active	Active
26369	active	Active
26388	active	Active
26407	active	Active
26410	active	Active
26411	active	Active
26451	active	Active
26463	active	Active
26464	active	Active
26469	active	Active
26494	active	Active
26495	active	Active
26554	active	Active
26575	active	Active
26580	active	Active
26590	active	Active
26605	active	Active
26608	active	Active
26624	active	Active
26638	active	Active
26639	active	Active
26690	active	Active
26702	active	Active
26715	active	Active
26719	active	Active
26720	active	Active
26766	active	Active
26824	active	Active
26853	active	Active
26857	active	Active
26880	active	Active
26900	active	Active
26927	active	Active
26931	active	Active
26958	active	Active
26959	active	Active
26985	active	Active
26998	active	Active
27004	active	Active
27056	active	Active
27057	active	Active
27168	active	Active
27370	active	Active
27378	active	Active
27380	active	Active
27389	active	Active
27399	active	Active
27400	active	Active
27403	active	Active
27414	active	Active
27424	active	Active
27426	active	Active
27438	active	Active
27441	active	Active
27445	active	Active
27450	active	Active
27460	active	Active
27461	active	Active
27464	active	Active
27465	active	Active
27509	active	Active
27513	active	Active
27528	active	Active
27540	active	Active
27566	active	Active
27603	active	Active
27606	active	Active
27607	active	Active
27612	active	Active
27632	active	Active
27640	active	Active
27651	active	Active
27663	active	Active
27683	active	Active
27691	active	Active
27704	active	Active
27711	active	Active
27715	active	Active
27718	active	Active
27811	active	Active
27825	active	Active
27831	active	Active
27843	active	Active
27844	active	Active
27848	active	Active
27852	active	Active
27854	active	Active
27858	active	Active
27868	active	Active
27869	active	Active
