00900	active
00902	active
01361	active
01512	active
01520	active
02826	active
02872	active
02874	active
02909	active
05398	active
07530	active
07646	active
08820	active
11060	active
11416	active
14781	active
15427	active
16908	active
19548	active
19822	active
20253	active
20442	active
20580	active
20776	active
21639	active
22195	active
22314	active
22490	active
22787	active
22824	active
22826	active
22988	active
23027	active
23331	active
23439	active
23467	active
23553	active
23613	active
23628	active
23712	active
23788	active
23802	active
23839	active
23842	active
23846	active
24278	active
24307	active
24315	active
24674	active
24713	active
24732	active
24737	active
24753	active
24812	active
24876	active
24916	active
24920	active
24936	active
24957	active
25019	active
25030	active
25071	active
25112	active
25113	active
25114	active
25115	active
25116	active
25117	active
25118	active
25119	active
25153	active
25159	active
25160	active
25258	active
25338	active
25371	active
25397	active
25414	active
25415	active
25416	active
25418	active
25419	active
25420	active
25462	active
25475	active
25477	active
25481	active
25504	active
25544	active
25560	active
25621	active
25630	active
25635	active
25639	active
25652	active
25657	active
25682	active
25740	active
25757	active
25785	active
25867	active
25894	active
25924	active
25933	active
25949	active
25954	active
25967	active
25980	active
25981	active
25982	active
25983	active
25984	active
25985	active
25989	active
25991	active
25994	active
26034	active
26038	active
26052	active
26081	active
26102	active
26107	active
26113	active
26356	active
26360	active
26369	active
26388	active
26407	active
26410	active
26411	active
26451	active
26463	active
26464	active
26469	active
26494	active
26495	active
26554	active
26575	active
26580	active
26590	active
26605	active
26608	active
26624	active
26638	active
26639	active
26690	active
26702	active
26715	active
26719	active
26720	active
26766	active
26824	active
26853	active
26857	active
26880	active
26900	active
26927	active
26931	active
26958	active
26959	active
26985	active
26998	active
27004	active
27056	active
27057	active
27168	active
27370	active
27378	active
27380	active
27389	active
27399	active
27400	active
27403	active
27414	active
27424	active
27426	active
27438	active
27441	active
27445	active
27450	active
27460	active
27461	active
27464	active
27465	active
27509	active
27513	active
27528	active
27540	active
27566	active
27603	active
27606	active
27607	active
27612	active
27632	active
27640	active
27651	active
27663	active
27683	active
27691	active
27704	active
27711	active
27715	active
27718	active
27811	active
27825	active
27831	active
27843	active
27844	active
27848	active
27852	active
27854	active
27858	active
27868	active
27869	active
27875	active
27939	active
27954	active
28051	active
28054	active
28058	active
28089	active
28117	active
28129	active
28158	active
28184	active
28187	active
28190	active
28220	active
28238	active
28252	active
28254	active
28358	active
28361	active
28366	active
28369	active
28370	active
28371	active
28372	active
28376	active
28378	active
28380	active
28413	active
28414	active
28419	active
28420	active
28446	active
28470	active
28472	active
28474	active
28485	active
28493	active
28521	active
28526	active
28542	active
28626	active
28628	active
28638	active
28644	active
28649	active
28654	active
28659	active
28702	active
28707	active
28737	active
28773	active
28786	active
28790	active
28810	active
28868	active
28874	active
28884	active
28885	active
28890	active
28893	active
28895	active
28899	active
28902	active
28903	active
28908	active
28911	active
28912	active
28924	active
28935	active
28937	active
28945	active
28946	active
29045	active
29047	active
29048	active
29049	active
29050	active
29051	active
29052	active
29055	active
29079	active
29107	active
29108	active
29155	active
29162	active
29163	active
29228	active
29236	active
29252	active
29268	active
29270	active
29272	active
29273	active
29349	active
29479	active
29486	active
29494	active
29495	active
29499	active
29505	active
29506	active
29520	active
29522	active
29526	active
29601	active
29643	active
29644	active
29648	active
29670	active
29671	active
29678	active
29709	active
29710	active
30580	active
30774	active
30776	active
30777	active
30793	active
30794	active
30797	active
30798	active
31102	active
31113	active
31118	active
31119	active
31121	active
31124	active
31125	active
31127	active
31135	active
31304	active
31306	active
31307	active
31490	active
31571	active
31573	active
31574	active
31576	active
31598	active
31698	active
31789	active
31792	active
31800	active
31862	active
32018	active
32019	active
32050	active
32060	active
32252	active
32253	active
32258	active
32260	active
32263	active
32264	active
32265	active
32275	active
32276	active
32289	active
32293	active
32294	active
32299	active
32376	active
32382	active
32384	active
32388	active
32393	active
32395	active
32404	active
32478	active
32487	active
32708	active
32711	active
32729	active
32763	active
32767	active
32768	active
32779	active
32783	active
32785	active
32788	active
32789	active
32791	active
32794	active
32951	active
32953	active
32954	active
32955	active
32956	active
32958	active
33051	active
33053	active
33055	active
33056	active
33105	active
33153	active
33154	active
33207	active
33274	active
33275	active
33278	active
33312	active
33313	active
33314	active
33315	active
33316	active
33320	active
33321	active
33331	active
33373	active
33376	active
33396	active
33408	active
33409	active
33412	active
33414	active
33433	active
33434	active
33436	active
33446	active
33453	active
33459	active
33460	active
33463	active
33492	active
33498	active
33499	active
33591	active
33595	active
33749	active
33750	active
33751	active
33752	active
34111	active
34661	active
34710	active
34713	active
34807	active
34839	active
34941	active
35008	active
35362	active
35491	active
35493	active
35496	active
35498	active
35500	active
35681	active
35682	active
35683	active
35684	active
35685	active
35686	active
35696	active
35752	active
35755	active
35756	active
35812	active
35865	active
35873	active
35931	active
35932	active
35933	active
35935	active
35942	active
35943	active
35946	active
35951	active
36032	active
36033	active
36036	active
36037	active
36088	active
36095	active
36097	active
36101	active
36106	active
36108	active
36110	active
36111	active
36112	active
36119	active
36121	active
36122	active
36131	active
36287	active
36358	active
36395	active
36397	active
36400	active
36401	active
36402	active
36411	active
36413	active
36414	active
36415	active
36499	active
36508	active
36516	active
36519	active
36581	active
36582	active
36585	active
36592	active
36596	active
36605	active
36744	active
36745	active
36792	active
36795	active
36797	active
