40044	spire
40932	spire
40933	spire
40935	spire
41871	spire
41872	spire
41873	spire
41874	spire
41991	spire
41992	spire
41993	spire
41994	spire
41995	spire
41996	spire
41997	spire
41998	spire
42752	spire
42753	spire
42754	spire
42755	spire
42771	spire
42772	spire
42773	spire
42774	spire
42779	spire
42780	spire
42781	spire
42782	spire
42837	spire
42838	spire
42839	spire
42840	spire
42841	spire
42842	spire
42845	spire
42881	spire
43041	spire
43045	spire
43046	spire
43047	spire
43048	spire
43051	spire
43053	spire
43054	spire
43123	spire
43124	spire
43125	spire
43126	spire
43165	spire
43167	spire
43182	spire
43183	spire
43184	spire
43185	spire
43558	spire
43559	spire
43560	spire
43561	spire
43695	spire
43697	spire
43731	spire
43732	spire
43745	spire
43746	spire
43882	spire
43883	spire
43884	spire
43885	spire
43886	spire
43887	spire
43888	spire
43889	spire
44084	spire
44085	spire
44086	spire
44087	spire
44396	spire
44402	spire
44403	spire
44405	spire
44407	spire
44409	spire
44411	spire
44413	spire
